name,location,price_lacs,area_sqft,bhk,is_reviewed
bengal peerless avidipta phase 2,mukundapur,114.99999999999999,942,2,1
subhashree apartment new booking,new barrakpur,23.79,881,2,0
aashray puspanjali,new garia,38.0,890,2,0
shib apartment,birati,43.05,1050,3,0
prabha aashiyana,rajarhat,55.0,1150,3,0
dlf new town heights,new town,110.00000000000001,1522,3,1
on request,action area 3,62.0,1201,3,0
magnolia prestige,bishnupur,45.0,1274,3,1
uniworld city,new town,277.0,2102,4,1
siddha town,rajarhat,30.5,780,2,1
on request,"dd block newtown, action area 1",60.0,840,2,0
uniworld city,new town,100.0,1464,2,1
on request,new garia,60.61,1102,3,0
on request,haltu,36.0,750,2,0
krishnakoli,santoshpur,60.0,1000,3,0
residential complex,"survey park, santoshpur",53.88,898,2,0
residential complex,"survey park, santoshpur",109.00000000000001,1810,4,0
eden exotica,"panchasayar, em bypass",62.0,970,2,0
"residential apartment,airport gate 1","airport, dum dum",38.15,1090,3,0
on request,nayabad,50.0,1107,3,0
residential apartment,south dumdum,47.3,1100,3,0
on request,kalikapur,69.35,1035,3,0
eden brookside,thakurpukur,40.0,1140,3,0
bengal abasan urban sabujayan,mukundapur,65.0,1200,3,1
rajwada springfield,"kamalgazi, southern bypass",80.0,1575,3,0
on request,"saha para, fartabad, garia",32.0,800,2,0
vaishnavi apartment,"baishnabghata, garia",55.62,924,2,0
baishnab apartment,"baishnabghata, garia",74.29,1228,3,0
baishnab apartment,"kanungo park, garia",64.8,1071,3,0
elevate godrej se7en,"joka,  south",51.0,891,2,0
the 102,"joka,  south",56.8,908,2,1
saidham 2,"diamond park, joka",31.5,930,2,0
disha appartment,thakurpukur bazar,29.0,700,2,0
krishnakunja,"silpara, barisha",28.5,820,2,0
sy super residency,bl saha road,94.0,1500,3,0
deeshari megacity,southern bypass,28.0,860,2,1
elevate godrej se7en,"joka,  south",65.5,1108,3,0
mithu apartments,"mahamayatala, garia",36.66,780,2,0
baisakhi apartment,brahmapur,32.0,700,2,0
vasant enclave,brahmapur,35.0,774,2,0
siddha town,rajarhat,54.0,1220,3,1
mayfair venus,narendrapur,45.0,1180,3,0
elevate godrej se7en,"joka,  south",47.8,817,2,0
rajat avante,"joka,  south",65.99,1208,3,0
on request new,"fartabad, garia",54.28,1044,2,0
dadavai apartment,"kudghat, tollygunge",50.0,900,2,0
on request,tollygunge,42.0,700,2,0
mini complex,mukundapur,28.0,780,2,0
sarovaar,action area 3,31.13,575,1,0
on request,new alipore,175.0,1750,3,0
aryan apartment,nayabad,42.0,849,2,0
"shivam uttara, uttarpara","uttarpara, hooghly",23.24,845,2,0
"shivam prisma, uttarpara","makhla government colony, uttarpara",22.36,860,2,0
"om tower, konnagar","nabagram, hooghly",17.18,731,2,0
"surya tower, konnagar","nabagram, hooghly",27.45,1220,3,0
"surya tower, konnagar","nabagram, hooghly",19.13,850,2,0
"surya tower, konnagar","nabagram, hooghly",21.6,960,2,0
"udayan apartment, konnagar","konnagar, hooghly",17.88,715,2,0
"shivam vista, uttarpara","bhadrakali, uttarpara",24.3,810,2,0
shivam residency,"bhadrakali, uttarpara",27.51,885,3,0
bengal abasan urban sabujayan,mukundapur,69.0,1256,3,1
aryan alivia apartment,mukundapur,40.75,849,2,0
"gouri plaza new booking, agarpara b t road","agarpara, panihati",27.0,1000,3,0
"manik pir, bhadrakali uttarpara","bhadrakali, uttarpara",26.6,950,2,0
tara ma enterprises,new town,75.0,1480,3,0
on request,new town,58.0,959,2,0
purna laxmi apartment,"mahamayatala, garia",40.0,977,2,0
sweet snehalata,"sodepur,  north",34.0,1050,3,0
mini complex,new garia,38.6,804,2,0
on request,madhyamgram,65.0,2000,4,0
on request,madhyamgram,65.0,2200,4,0
bengal abasan urban sabujayan,mukundapur,79.5,1489,3,1
bengal abasan urban sabujayan,mukundapur,78.0,1466,3,1
sherwood estate,narendrapur,80.0,1410,3,1
sherwood estate,narendrapur,67.0,1400,3,1
sherwood estate,narendrapur,70.0,1304,3,1
sherwood estate,narendrapur,66.0,1320,3,1
sherwood estate,narendrapur,64.0,1250,3,1
sherwood estate,narendrapur,50.0,950,2,1
south city,ce anwar shah rd,215.0,1458,3,1
on request,"madurdaha, em bypass",84.0,1700,3,0
on request,"madurdaha, em bypass",50.0,1150,3,0
on request,"madurdaha, em bypass",38.5,850,2,0
ps one 10,new town,150.0,1100,3,1
bct sonar sansar,sonarpur,45.0,1308,3,0
on request new,mg road south,69.86,1383,3,0
kavi nazrul metro,garia,57.0,1275,3,0
kavi nazrul metro,garia,105.0,1870,4,0
sugam sudhir,garia,125.0,1763,3,0
on request,"ce anwarshaw road connector,  south",93.0,1390,3,0
shyam enclave,"bhadrakali, uttarpara",28.75,980,3,0
suvo sai,"nabagram, hooghly",16.8,700,2,0
kavi nazrul metro,garia,45.0,915,2,0
swapno apartment,new garia,42.0,875,2,0
jai mata di apartment,"nabagram, hooghly",19.44,810,2,0
bengal peerless avidipta phase 2,mukundapur,310.0,1677,3,1
on request,"kadamtala,  south",20.0,600,2,0
nbcc vibgyor towers,new town,77.0,1200,2,1
sanjeeva town duplex,action area 1,362.0,2233,4,0
residential apartment,"selimpur, southern avenue",245.00000000000003,2800,5,0
siddha pinewoods,rajarhat,90.0,1230,3,0
bengal dcl uttara,new town,175.0,2633,3,1
residential apartment,rajabasanta roy road,165.0,1480,3,0
residential apartment,"dustan park, golpark",229.99999999999997,2100,3,0
sgil residenzza,"airport, dum dum",47.0,996,2,0
wbidfc sankalpa 2,rajarhat,142.0,1453,3,0
dlf new town heights,new town,112.00000000000001,1525,3,1
ideal aquaview,new town,110.00000000000001,1475,3,1
dream home bhagirathi,birati,37.28,1065,3,0
shib apartment,birati,28.8,720,2,0
residential apartment,jodhpur park,112.00000000000001,1350,2,0
modello highs,"em bypass,  south",172.0,1822,3,1
residential apartment,"ce anwarshaw road connector,  south",55.0,975,2,0
merlin verve,tollygunge,130.0,986,3,0
residential apartment,ce anwar shah rd,120.0,1130,2,0
upohar the condoville,garia,195.0,2079,3,0
gk mansion,birati,25.76,736,2,0
bengal peerless avidipta phase 2,mukundapur,98.0,920,2,1
on request,new town action area 2d,92.0,1479,3,0
on request,new town action area 2d,80.0,1240,3,0
nabankur,new town,72.0,1100,3,0
modello highs,"em bypass,  south",159.0,1807,3,1
urban residency co oprative,new town,63.0,1080,2,0
on request,"dd block newtown, action area 1",60.0,841,2,0
on request new,kalikapur,37.34,680,2,0
gm meena florence,"dash drone, rajarhat",45.0,925,2,0
"kalipark, rajarhat, kolkata east","kalipark, rajarhat",73.0,1727,3,0
on request,kestopur,95.0,1840,4,0
"residential apartment,airport","airport, dum dum",28.0,800,2,0
ideal aquaview,new town,85.0,1085,2,1
on request,mukundapur,55.0,1130,3,0
ps amistad,new town,142.0,1074,3,1
shrachi greenwood elements,new town,180.0,2114,3,1
binayak 1108,nayabad,50.0,1108,3,0
binayak bishnupriya,nayabad,48.59,1130,3,0
moni gold,"purbalok, em bypass",84.5,1300,3,0
jaysree apartment,"purbalok, em bypass",67.0,1118,3,0
binayak astra,nayabad,38.25,850,2,0
siddha town,rajarhat,45.0,1010,3,1
dashdrone,rajarhat,31.0,821,2,0
bengal dcl uttara,new town,175.0,2635,3,1
s residency,action area 2,66.0,980,2,0
space clubtown gateway,new town,73.0,1175,2,0
aster green,rajarhat,112.00000000000001,1778,4,0
hiland woods,action area 2,60.0,770,2,0
rameswara waterview,chotto chandpur,42.0,905,2,0
akash apartment,action area 1,87.0,1342,3,0
unimark lakewood estate,"em bypass,  south",142.0,1111,3,1
stand alone,action area 1,160.0,1750,3,0
realtech fortune square,rajarhat,72.0,1103,3,0
siddha town,rajarhat,37.0,840,2,1
rohra nibas,new town,75.0,1295,3,0
unimark springfield,rajarhat,71.0,1355,3,1
tirath project,"road,  east",45.0,1020,2,0
gurukul heights,action area 3,97.0,1250,3,0
sucasa wood,narendrapur,54.0,1166,3,0
cooperative society,"co-opearative society,  east",87.0,1100,3,0
shrachi greenwood park extension,new town,87.0,1050,2,0
purti hastings,alipore,254.0,2206,4,0
"om residency, hind motor","dmotor, uttarpara",23.65,946,2,0
realmark oracle,narendrapur,53.0,960,2,0
on request new,"sakher bazar, barisha",54.0,1200,3,0
prasad rare earth,kankurgachi,274.0,1309,3,1
"c plaza, new booking",barrackpore,42.14,1109,3,0
mondal plaza new booking sodepur,"sodepur,  north",33.0,1100,3,0
"sattaranjan plaza new booking, belgharia","belgharia, bt road",28.4,710,2,0
unimark springfield,rajarhat,75.0,1256,3,1
bengal abasan urban sabujayan,mukundapur,105.0,1794,4,1
eden brookside,thakurpukur,46.0,1219,3,0
siddhaye apartment ii,"bhadrakali, uttarpara",27.06,820,2,0
krishnokunja,"silpara, barisha",29.5,900,2,0
on request,"saha para, fartabad, garia",32.43,791,2,0
mini complex,james long sarani,44.0,900,2,0
raj nandini apartment,behala,27.0,860,2,0
sonar kella ananda park,boral,28.5,710,2,0
"patuli, em bypass, kolkata south","patuli, em bypass",60.0,1069,2,0
siddha eden lakeville,bt road,120.0,1374,3,1
subhasree apartment,new barrakpur,23.79,881,2,0
bengal abasan urban sabujayan,mukundapur,66.5,1200,3,1
bengal abasan urban sabujayan,mukundapur,65.0,1256,3,1
nirvana apartment,"dmotor, uttarpara",19.57,725,2,0
on request,"patuli, em bypass",54.9,915,2,0
gupta mansion,"anandalok, sodepur",28.5,994,2,0
on request,santoshpur,50.0,1100,3,0
on request,"sakher bazar, barisha",41.0,906,2,0
bengal shapoorji shukhobristhi,new town,23.2,420,1,1
nabadiganta apartment,"kaikhali, vip road",75.0,1339,3,0
unimark lakewood estate,"em bypass,  south",114.99999999999999,1158,3,1
sree ganesh apartment,"konnagar, hooghly",20.62,825,2,0
sree ganesh apartment,"konnagar, hooghly",17.5,700,2,0
sree ganesh apartment,"konnagar, hooghly",18.12,725,2,0
prafulla gita apartment 2,"konnagar, hooghly",18.75,750,2,0
kavi nazrul metro,garia,49.5,821,2,0
jai hanuman apartment iii,"dmotor, uttarpara",16.64,640,2,0
raj rajeshwari apartment - new booking,"konnagar, hooghly",11.0,385,1,0
shanti niwas,"konnagar, hooghly",33.6,1120,3,0
jai hanuman apartment 1,"konnagar, hooghly",19.83,763,2,0
mannat 1,"konnagar, hooghly",23.8,850,2,0
standalone building ca,new town,70.0,1050,2,0
gupta mansion,"anandalok, sodepur",26.3,916,2,0
unimark lakewood estate,"em bypass,  south",120.0,1228,3,1
classic tower,ballygunge,220.00000000000003,2200,3,0
sree ganesh apartment,"konnagar, hooghly",26.25,1050,3,0
jai hanuman apartment,"konnagar, hooghly",28.41,1093,3,0
jai hanuman apartment,"konnagar, hooghly",18.56,714,2,0
residential apartment,southern avenue,145.0,1215,3,0
alita apartment,nayabad,37.4,831,2,0
"surya tower, konnagar","nabagram, hooghly",20.25,900,2,0
on request,"chit kalikapur, mukundapur",60.0,1116,3,0
eden astor park,"fartabad, garia",57.0,1040,2,0
jai hanuman apartment - new booking,"konnagar, hooghly",22.87,817,2,0
sree ganesh apartment,"konnagar, hooghly",23.0,920,3,0
brajananda apartment,"konnagar, hooghly",24.7,950,3,0
sgil gardenia,narendrapur,40.5,821,2,0
standalone building,new town,155.0,2200,4,0
standalone building,new town,85.0,1500,3,0
standalone building,new town,78.0,1150,2,0
standalone building ba,new town,80.0,1250,3,0
standalone building,new town,60.0,1050,2,0
standalone building ca,new town,65.0,1050,2,0
al standalone building,new town,105.0,1480,3,0
standalone building,new town,70.0,1250,3,0
binayak 862,kasba,56.89,862,2,0
aristrocat construction,"railway park, sodepur",37.5,1100,3,0
residential apartment,park street,200.0,1560,2,0
standalone building,new town,73.0,1111,2,0
utsa luxary,new town action area 1a,100.0,1242,2,0
siddhaye apartment iii,"dmotor, uttarpara",18.6,744,2,0
pacific vijoya,garia,34.5,851,2,0
jupiter airport residency,birati,100.0,1398,3,0
shivom utopia,"em bypass,  south",175.0,1531,3,0
standalone building,new town,84.0,1240,3,0
on request,sonarpur,32.0,1400,3,0
"om residency, hind motor","dmotor, uttarpara",21.0,840,2,0
ujjwala luxary apartments,new town action area 2d,270.0,2612,3,0
"prafulla plaza new booking, agarpara","agarpara, panihati",13.2,518,1,0
eden tolly signature,tollygunge,53.0,1075,3,0
siddhaye apartment ii - new booking.,"bhadrakali, uttarpara",38.87,1178,3,0
antrik apartment,"sodepur,  north",32.0,1010,3,0
on request,"purbalok, em bypass",84.5,1300,3,0
uniworld city,new town,155.0,2200,3,1
mithu appartments,"mahamayatala, garia",44.65,950,2,0
uniworld city,new town,310.0,5000,4,1
shantineer v,nayabad,28.0,664,2,0
mithu appartment,"mahamayatala, garia",42.3,900,2,0
uniworld city,new town,250.0,4000,5,1
uniworld city,new town,310.0,5001,4,1
uniworld city,new town,250.0,4100,5,1
residential apartment,"anandapur, em bypass",100.0,1593,3,0
aryan alivia apartment,mukundapur,75.0,1400,3,0
"surya tower, konnagar","nabagram, hooghly",18.0,800,2,0
bengal abasan urban sabujayan,mukundapur,61.0,1256,3,1
uniworld city,new town,175.0,2200,3,1
"udayan apartment, konnagar","konnagar, hooghly",18.63,745,2,0
on request,"jayashree park, behala",36.4,910,2,0
residential apartment,ballygunge circular road,370.0,2230,3,0
amodini apartment,behala chowrasta,30.0,700,2,0
merlin the one,tollygunge,138.0,1200,3,1
on request new booking,"bakultala,  south",27.0,780,2,0
uniworld city,new town,90.0,1226,3,1
emami city,jessore road,97.0,1150,2,1
sureka sunrise symphony,action area 2,105.0,1480,3,1
oas lake life township,"joka,  south",39.0,1100,2,0
on request,"fartabad, garia",31.0,725,2,0
unimark lakewood estate,"em bypass,  south",135.0,1411,3,1
jai ganesh apartment ii,"dmotor, uttarpara",20.0,773,2,0
mehuli apartment,new garia,49.0,1183,3,0
progressive,"saha para, fartabad, garia",42.0,844,2,0
shrachi greenwood elements,new town action area 2d,120.0,1830,3,1
tata eden court,action area 2,186.0,2180,3,1
purti aqua,rajarhat,62.0,877,2,0
oas lake life township,"joka,  south",39.75,1100,3,0
merlin residency,ce anwar shah rd,180.0,1950,3,0
eternis,jessore road,58.0,823,2,0
"om residency, hind motor","dmotor, uttarpara",18.75,750,2,0
ps navyom,new alipore,370.0,2402,4,0
dtc southern heights,"joka,  south",55.0,970,2,0
vasundhara 1,garia,67.0,1190,3,0
purti hastings,alipore,247.00000000000003,2151,3,0
elita garden vista,new town,135.0,1955,3,1
on request,action area 3,62.0,1200,3,0
merlin verve,tollygunge,145.0,986,3,0
sherwood estate,narendrapur,48.0,985,2,1
sherwood estate,narendrapur,46.0,900,2,1
sherwood estate,narendrapur,65.0,1301,3,1
bitasta apartment,ar park,46.15,982,2,0
in request,new garia,45.74,1089,3,0
dtc southern heights,"joka,  south",65.99,1062,3,0
dtc southern heights,"joka,  south",70.0,1260,3,0
on request,kestopur,60.0,1529,3,0
eco star,new town,79.5,1369,3,0
siddha town,rajarhat,34.0,780,2,1
binayak 1060,nayabad,48.76,1060,3,0
dlf new town heights,new town,85.0,1257,2,1
on request,"swiss park, tollygunge",75.0,880,2,0
on request,"mahamayatala, garia",54.0,1200,3,0
mahima apartment,tollygunge,33.5,860,2,0
residential apartment,ce anwar shah rd,120.0,1550,3,0
binayak santoshpur,santoshpur,80.0,1336,3,0
binayak 922,kasba,60.85,922,2,0
irwo rail vihar,new town,142.0,1540,3,1
on request,"sakher bazar, barisha",25.25,600,2,0
upohar the condoville,garia,185.0,2079,3,0
t apartment,baguiati,50.0,943,2,0
oas lake life township,"joka,  south",48.0,1300,3,0
on request,sonarpur,32.0,1410,3,0
atri green valley,narendrapur,38.5,1310,3,1
puja florence,garia,50.0,900,2,0
"shivam prisma, uttarpara","makhla, uttarpara",19.38,775,2,0
siddhaye apartment 1,"dmotor, uttarpara",38.88,1440,3,0
omkar apartment,"nabagram, hooghly",21.27,945,3,0
mani vista,tollygunge,260.0,1795,3,1
sonar tori view,new barrakpur,25.76,925,2,0
tirupati paradise,narendrapur,33.3,938,2,0
binayak rose,nayabad,50.4,1120,3,0
siddha galaxia,rajarhat,79.0,1045,2,1
on request,new alipore,75.0,945,2,0
"residential apartment,airport","airport 2 no. gate, north dumdum",26.5,700,2,0
joyville howrah tower a1- pinnacle,"salap, howrah",36.9,920,2,0
priva,new town,117.0,1476,3,0
utsa luxary,new town action area 1a,98.0,1150,2,0
a residency,new town,89.0,1240,3,0
skyline apartment ii,"dmotor, uttarpara",29.4,1050,3,0
mini complex,garia station road,39.78,1020,2,0
"surya tower, konnagar","nabagram, hooghly",17.44,775,2,0
tata eden court,action area 2e,185.0,2210,3,1
on request,new alipore,130.0,1450,3,0
gurukul grande,new town,77.0,1100,3,0
on request,new alipore,275.0,2900,4,0
residential apartment,"hiland park, santoshpur",114.99999999999999,1264,3,0
vrg ap,action area 2,65.0,1100,3,0
residential apartment,jodhpur park,105.0,1300,2,0
mirra apartment,"basunagar, madhyamgram",24.0,750,2,0
residential apartment,jodhpur park,145.0,1450,3,0
nirvana apartment ii,"dmotor, uttarpara",28.35,1050,3,0
mini complex,kalikapur,36.0,818,2,0
oas lake life township,"joka,  south",52.0,1293,3,0
jai hanuman residency - new booking.,"konnagar, hooghly",21.5,936,3,0
on request,new town action area 2d,82.0,1479,3,0
atri green valley,narendrapur,32.0,920,2,1
on request,"parnasree palli, behala",50.76,1120,3,0
kalar pukur par,garia,30.0,755,2,0
emami city,jessore road,150.0,1878,3,1
nirvana apartment ii,"dmotor, uttarpara",18.63,690,2,0
victoria vistas,"bhawanipore, sarat bose road",425.0,2323,3,0
shreshta garden,rajarhat,72.0,1224,3,0
siddha town,rajarhat,60.0,1050,3,1
on request new,"purbalok, em bypass",66.95,1030,2,0
jain dream park,garia,43.0,1180,3,0
on request,mukundapur,25.0,700,2,0
on request,new garia,28.98,690,2,0
atri green valley,narendrapur,31.0,855,2,1
jai hanuman apartment - new booking,"konnagar, hooghly",24.0,860,2,0
jai hanuman apartment,"konnagar, hooghly",15.59,678,2,0
siddhaye apartment iii,"dmotor, uttarpara",36.66,1358,3,0
on request,"patuli, em bypass",55.7,928,2,0
siddha town,rajarhat,43.0,1005,3,1
mini complex,nayabad,26.71,636,2,0
on request new booking,"bakultala,  south",46.0,1250,3,0
on request,"patuli, em bypass",66.9,1115,3,0
mini complex,garia station road,37.05,950,2,0
dlf new town heights,new town,80.0,1250,2,1
uniworld city,new town,300.0,5400,5,1
dc standalone building,new town,85.0,1250,3,0
dlf new town heights,new town,80.0,1257,2,1
uniworld city,new town,106.0,1460,2,1
ak standalone building,new town,105.0,1450,3,0
miraa apartment,madhyamgram,23.25,750,2,0
unitech uniworld horizon,new town,114.99999999999999,1464,2,0
skyline apartment ii,"dmotor, uttarpara",23.8,850,2,0
hiland park,"em bypass,  south",120.0,1328,3,1
cesab apartment,action area 1,95.0,1450,3,0
on request new,"manton, diamond harbour road",110.00000000000001,1752,3,0
om tower,"konnagar, hooghly",21.71,965,3,0
unimark lakewood estate,"em bypass,  south",130.0,1178,3,1
on request,"purbalok, em bypass",57.0,1170,3,0
debjit,"lords more, lake gardens",55.76,885,2,0
uniworld city,new town,105.0,1460,2,1
binayak 1117,kasba,73.72,1117,3,0
1137 binayak,kasba,75.04,1137,3,0
jai ganesh apartment ii,"dmotor, uttarpara",11.75,511,1,0
uniworld city,new town,100.0,1460,2,1
on request,new garia,49.69,1183,3,0
"standalone apt, haramohan ghosh lane, kolkata 85","phoolbagan, kankurgachi",61.0,945,4,0
binayak irish,"survey park, santoshpur",50.0,910,2,0
mini complex,mukundapur,36.0,780,2,0
binayak 1183,nayabad,49.69,1183,3,0
uniworld city,new town,95.0,1227,3,1
on request,"sakher bazar, barisha",35.0,900,2,0
shapoorji palanji,action area 3,60.0,910,3,0
pratiksha apartment,behala thana,73.0,1325,3,0
on request,tollygunge,45.0,1000,2,0
debajit,"lords more, lake gardens",114.99999999999999,1750,3,0
r apartment,boral,26.0,800,2,0
shreshta garden,rajarhat,70.0,1224,3,0
eco star,new town,72.5,1234,3,0
"om residency, hind motor","dmotor, uttarpara",18.0,720,2,0
hiland willows,"action area 2b, new town",130.0,1788,3,1
sureka sunrise symphony,"action area 2b, new town",49.0,831,2,1
on request,rekjuani,38.74,1107,3,0
shrachi greenwood elements,action area 2,95.0,1334,2,1
on request,"ae block newtown, new town",91.0,1350,3,0
shivom utopia,"em bypass,  south",102.0,1048,2,0
binayak jadavpur,jadavpur,79.8,1140,3,0
dreamland apartment,narkeldanga,61.0,1360,3,0
bengal shapoorji shukhobristhi,new town,23.5,500,1,1
bengal shapoorji shukhobristhi,new town,21.7,450,1,1
bengal shapoorji shukhobristhi,new town,23.0,500,1,1
bengal shapoorji shukhobristhi,new town,35.5,700,2,1
bengal shapoorji shukhobristhi,new town,55.0,900,3,1
jai hanuman tower - new booking,"konnagar, hooghly",19.0,950,2,0
sidhidata apartment - new booking,"konnagar, hooghly",17.0,726,2,0
trinoyanee apartment,madhyamgram,13.6,425,1,0
binayak pragati,nayabad,46.83,1089,3,0
nayabad apartments,nayabad,39.33,1035,3,0
oas lake life township,"joka,  south",40.0,1100,3,0
on request,action area 1,80.0,1150,3,0
elita garden vista,new town,125.0,1809,3,1
porichoy appartment,"keorapukur bazar, putiary",20.0,600,2,0
on request,mukundapur,24.0,677,2,0
unitech gardens,new town,96.0,1460,2,1
on request,new alipore,135.0,2000,4,0
tirupati paradise,narendrapur,37.31,1166,3,0
"residential apartment,airport","airport 2 no. gate, north dumdum",56.0,1441,3,0
rajat avante,"joka,  south",51.5,843,2,0
shrachi greenwood nest,action area 1,75.0,904,2,1
mehuli abasan,"panchasayar, em bypass",45.74,1089,3,0
bengal shapoorji shukhobristhi,new town,23.0,480,1,1
bengal shapoorji shukhobristhi,new town,64.0,901,3,1
bengal shapoorji shukhobristhi,new town,57.0,901,3,1
bengal shapoorji shukhobristhi,new town,55.0,901,3,1
das villa,"purbalok, em bypass",150.0,3000,6,0
oas lake life township,"joka,  south",20.12,760,2,0
merlin elements,new alipore,220.00000000000003,1739,3,0
on request,"ramchandrapur, narendrapur",65.0,1439,2,0
sgil gardenia,narendrapur,43.5,1135,3,0
sgil gardenia,narendrapur,33.0,821,2,0
ambuja utsa the condoville,new town,152.0,1516,3,0
symphony,"kamalgazi, southern bypass",48.0,915,2,0
hiland willows,new town,125.0,1788,3,1
nirvana apartment,"dmotor, uttarpara",26.25,1050,3,0
jai hanuman residency,"konnagar, hooghly",9.29,332,1,0
jai hanuman apartment,"konnagar, hooghly",10.6,461,1,0
on request,action area 2,100.0,1750,3,0
saha apartment,"konnagar, hooghly",10.05,335,1,0
jai hanuman apartment 1,"konnagar, hooghly",18.85,725,2,0
srijan botanica,"em bypass,  south",156.0,1791,3,0
priti residency,"konnagar, hooghly",12.77,511,1,0
priti residency,"konnagar, hooghly",24.66,881,2,0
bengal greenfield ambition,new town action area 2d,57.0,780,2,1
mehuli nayabad apartment,new garia,45.0,1089,3,0
rishi ecoview,new town,82.0,1284,3,1
"manik pir, uttarpara","bhadrakali, uttarpara",34.16,1220,3,0
astra green,ar park,110.00000000000001,1778,4,0
arch starwood,ar park,150.0,1828,3,1
mirra apartment,madhyamgram,22.15,791,2,0
dlf new town heights,new town,80.0,1255,2,1
sanjeeva town duplex,action area 1,135.0,1858,4,0
bengal shapoorji shukhobristhi,new town,60.0,929,3,1
bengal shapoorji shukhobristhi,new town,60.0,930,3,1
bengal shapoorji shukhobristhi,new town,52.0,931,3,1
uniworld city,new town,88.0,1226,3,1
on request,action area 2,44.0,1060,2,0
manjula apartment,lake avenue,138.0,1400,3,0
tata 88 east,alipore,480.0,1709,3,0
mayfair greens,narendrapur,52.0,1280,3,0
on request,rekjuani,31.5,900,2,0
on request,rekjuani,14.4,450,1,0
on request,rekjuani,24.0,750,2,0
mini complex,new garia,46.48,1162,3,0
oas lake life township,"joka,  south",60.0,1575,3,0
oas lake life township,"joka,  south",72.0,2160,4,0
oas lake life township,"joka,  south",52.0,1450,3,0
newtown co oprative,"be block newtown, action area 1",71.0,1115,3,0
uniworld city,new town,160.0,2204,3,1
uniworld city,new town,145.0,2204,3,1
uniworld city,new town,220.00000000000003,3500,4,1
uniworld city,new town,92.0,1228,3,1
uniworld city,new town,87.5,1225,3,1
uniworld city,new town,87.0,1226,3,1
atri green valley,narendrapur,22.5,735,1,1
the 102,"joka,  south",60.0,1300,3,1
the 102,"joka,  south",42.0,800,2,1
dtc southern heights,"joka,  south",46.0,940,2,0
florence by ganguly group,garia,99.0,1545,3,0
oas lake life township,"joka,  south",48.0,1200,3,0
uniworld city,new town,89.0,1226,3,1
uniworld city,new town,250.0,4000,4,1
sugam habitat,"em bypass,  south",150.0,1525,3,0
sova billa,madhyamgram,29.36,839,2,0
udayan complex,"konnagar, hooghly",20.59,916,2,0
dtc southern heights,"joka,  south",53.0,870,2,0
eden pavilion,"em bypass,  east",70.0,1172,3,0
devaloke sonar city,"kamalgazi, southern bypass",65.0,1075,3,1
mainak garden,garia,67.0,1300,3,0
shrachi greenwood elements,new town,75.0,1355,2,1
sarovaar,action area 3,59.05,1125,3,0
ujjwala luxary apartments,new town action area 2d,87.0,1319,2,0
newtown co-operative,"ba block newtown, action area 1",65.0,900,2,0
dlf new town heights,new town,84.0,1260,2,1
shrachi greenwood elements,new town,90.0,1334,2,1
rajwada altitude,"em bypass,  south",109.00000000000001,1455,3,1
the banyan tree sunland residency,rajarhat,60.0,1025,2,0
mayfair greens,narendrapur,58.0,1390,3,0
vista uttarpara,"bhadrakali, uttarpara",26.5,865,2,0
uniworld city,new town,125.0,1768,3,1
"aspire, uttarpara","bhadrakali, uttarpara",19.44,720,2,0
"shivam aspire, uttarpara","bhadrakali, uttarpara",18.39,681,2,0
"shivam vista, uttarpara","bhadrakali, uttarpara",33.0,1100,3,0
shivam residency,"bhadrakali, uttarpara",16.5,666,2,0
the soul,rajarhat,85.0,1087,2,1
cooperative society,"da block newtown, new town",102.0,1400,3,0
residential flat airport,"airport 2 no. gate, north dumdum",35.0,1001,3,0
shrachi rosedale garden,new town,204.99999999999997,2231,3,1
siddha happyville,rajarhat,102.0,1400,3,1
sonar tori view,new barrakpur,19.44,720,2,0
dreamhome bhagirathi apartment,"pathanpur, birati",38.3,1065,3,0
uniworld city,new town,110.00000000000001,1460,3,1
tata eden court,action area 2,135.0,1735,3,1
tata eden court,action area 2,170.0,1950,3,1
tata eden court,action area 2,138.0,1555,3,1
sanjeeva town duplex,action area 1,157.0,2270,3,0
sana exotica,"pathanpur, birati",18.0,565,2,0
jain dream one,new town,81.0,1010,2,0
prabha aashiyana,rajarhat,45.0,1140,3,0
siddha town,rajarhat,38.0,1005,3,1
residential villa,garia park,160.0,2159,5,0
siddha town,rajarhat,35.0,825,2,1
dlf new town heights,action area 3,125.0,1845,3,1
uniworld city,new town,155.0,2100,3,1
subhasree apartment,new barrakpur,14.09,522,1,0
subhasree apartment,new barrakpur,22.91,881,2,0
residential apartment,jodhpur park,77.0,1050,2,0
goutam's,new town,93.0,1450,3,0
ca bhaskar -2,action area 1,62.0,1050,2,0
standalone building,new town,78.0,1250,3,0
bulk standalone building,new town,125.0,1500,3,0
palm avenue,action area 1,170.0,2370,4,0
joyville howrah tower a1- pinnacle,"salap, howrah",53.1,1145,3,0
apartment,rajarhat,25.2,720,2,0
arman plaza,rajarhat,40.25,1150,3,0
builcon ananda,southern avenue,180.0,1200,3,0
residential apartment,ballygunge place,145.0,1369,3,0
on request,action area 2,60.0,1100,2,0
singhi park apartment,gariahat,260.0,2500,3,0
residential apartment,southern avenue,75.0,780,2,0
twin tower,"nager bazar, jessore road",34.41,782,2,0
twin tower,"nager bazar, jessore road",37.66,856,2,0
royal chs,action area 1,58.0,1050,2,0
philips housing,tollygunge,130.0,2100,4,0
