name,location,price,area,bhk
On Request,"3 BHK Flat in Thakurpukur, Kolkata",₹64.66 Lac,"1,280 sqft",3 BHK
On Request New,"3 BHK Flat in Sakher Bazar, Barisha",₹72 Lac,"1,260 sqft",3 BHK
On Request,"3 BHK Flat in Sakher Bazar, Barisha",₹65 Lac,"1,200 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in James Long Sarani, Kolkata",₹60 Lac,"1,350 sqft",3 BHK
On Request New,"3 BHK Flat in Thakurpukur Bazar, Kolkata",₹83.35 Lac,"1,650 sqft",3 BHK
On Request New,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹68.91 Lac,"1,276 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Silpara, Barisha",₹29.6 Lac,740 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Silpara, Barisha",₹29.16 Lac,729 sqft,2 BHK
On Request New Booking,"2 BHK Independent Builder Floor in Bakultala, Kolkata South",₹22 Lac,700 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Sarkarhat, Barisha",₹27.1 Lac,790 sqft,2 BHK
Mini Complex,"2 BHK Flat in Sakher Bazar, Barisha",₹45 Lac,900 sqft,2 BHK
On Request,"2 BHK Flat in Purba Barisha, Kolkata",₹45 Lac,"1,100 sqft",2 BHK
Subhasree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹21.87 Lac,810 sqft,2 BHK
AV Square,"3 BHK Flat in Rajarhat, Kolkata",₹48 Lac,"1,140 sqft",3 BHK
Gems City,"1 BHK Flat in Joka, Kolkata South",₹25 Lac,403 sqft,1 BHK
On Request,"3 BHK Flat in Tetultala, Kolkata South",₹75 Lac,"1,650 sqft",3 BHK
On Request,"2 BHK Flat in Tetultala, Kolkata South",₹47 Lac,"1,040 sqft",2 BHK
upahar co-operative housing society,"3 BHK Flat in Action Area 2, Kolkata",₹72 Lac,"1,216 sqft",3 BHK
subhashree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹23.79 Lac,881 sqft,2 BHK
"Elita Garden Vista Phase 2
3.8","2 BHK Flat in Action Area 3, Kolkata",₹85 Lac,"1,210 sqft",2 BHK
On Request,"3 BHK Flat in Dhakuria, Southern Avenue",₹1.2 Cr,"2,150 sqft",3 BHK
"Bengal DCL Sampoorna
3.8","5 BHK Flat in Action Area 2, Kolkata",₹3.45 Cr,"3,765 sqft",5 BHK
"Shrachi Greenwood Elements
3.9","2 BHK Flat in Action Area 2B, New Town",₹95 Lac,"1,334 sqft",2 BHK
Eternis,"2 BHK Flat in Jessore Road, Kolkata",₹56 Lac,823 sqft,2 BHK
"Southwinds
4.1","2 BHK Flat in Garia, Kolkata",₹67 Lac,"1,041 sqft",2 BHK
"The Soul
3.8","3 BHK Flat in Rajarhat, Kolkata",₹1.25 Cr,"1,305 sqft",3 BHK
"Ideal AquaView
3.7","2 BHK Flat in Action Area 1, Kolkata",₹86 Lac,"1,085 sqft",2 BHK
"DLF New Town Heights
3.8","3 BHK Flat in Action Area 3, Kolkata",₹1.45 Cr,"2,113 sqft",3 BHK
Subhasree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹21.87 Lac,810 sqft,2 BHK
"Unimark Springfield
3.7","2 BHK Flat in Rajarhat, Kolkata",₹56 Lac,983 sqft,2 BHK
Hitech Residency,"2 BHK Flat in Rajarhat, Kolkata",₹30.8 Lac,906 sqft,2 BHK
"Unimark Springfield
3.7","2 BHK Flat in Rajarhat, Kolkata",₹55 Lac,950 sqft,2 BHK
HIG Cooperative,"3 BHK Flat in Action Area 2, Kolkata",₹85 Lac,"1,450 sqft",3 BHK
Prudent Prana,"3 BHK Flat in Garia, Kolkata",₹52 Lac,"1,139 sqft",3 BHK
HIG Co Operative,"3 BHK Flat in Action Area 2, Kolkata",₹85 Lac,"1,451 sqft",3 BHK
Prudent Prana,"2 BHK Flat in Garia, Kolkata",₹37 Lac,885 sqft,2 BHK
"Ambuja Utalika The Condoville
4.0","3 BHK Flat in Mukundapur, Kolkata",₹4.95 Cr,"3,041 sqft",3 BHK
"Bengal Peerless Avidipta Phase 2
4.1","2 BHK Flat in Mukundapur, Kolkata",₹1.15 Cr,942 sqft,2 BHK
Subhashree apartment new booking,"2 BHK Flat in New Barrakpur, Kolkata",₹23.79 Lac,881 sqft,2 BHK
"Magnolia Prestige
3.6","3 BHK Flat in Bishnupur, Kolkata",₹45 Lac,"1,274 sqft",3 BHK
Aashray Puspanjali,"2 BHK Flat in New Garia, Kolkata",₹38 Lac,890 sqft,2 BHK
Shib apartment,"3 BHK Flat in Birati, Kolkata",₹43.05 Lac,"1,050 sqft",3 BHK
Prabha Aashiyana,"3 BHK Flat in Rajarhat, Kolkata",₹55 Lac,"1,150 sqft",3 BHK
residential apartment,"2 BHK Flat in Jodhpur Park, Kolkata",₹1.12 Cr,"1,350 sqft",2 BHK
"DLF New Town Heights
3.8","3 BHK Flat in New Town, Kolkata",₹1.1 Cr,"1,522 sqft",3 BHK
on request,"3 BHK Flat in Action Area 3, Kolkata",₹62 Lac,"1,201 sqft",3 BHK
"Magnolia Prestige
3.6","3 BHK Flat in Bishnupur, Kolkata",₹45 Lac,"1,274 sqft",3 BHK
"Uniworld City
3.8","4 BHK Flat in New Town, Kolkata",₹2.77 Cr,"2,102 sqft",4 BHK
"Siddha Town
3.8","2 BHK Flat in Rajarhat, Kolkata",₹30.5 Lac,780 sqft,2 BHK
on request,"2 BHK Flat in DD Block Newtown, Action Area 1",₹60 Lac,840 sqft,2 BHK
"Uniworld City
3.8","2 BHK Flat in New Town, Kolkata",₹1 Cr,"1,464 sqft",2 BHK
on request,"3 BHK Flat in Purbalok, EM Bypass",₹72 Lac,"1,260 sqft",3 BHK
On Request,"2 BHK Flat in Santoshpur, Kolkata",₹48 Lac,750 sqft,2 BHK
On Request,"3 BHK Flat in Madurdaha, EM Bypass",₹67 Lac,"1,250 sqft",3 BHK
on request,"2 BHK Flat in Santoshpur, Kolkata",₹41.5 Lac,770 sqft,2 BHK
on request,"3 BHK Flat in Santoshpur, Kolkata",₹52 Lac,"1,050 sqft",3 BHK
on request,"2 BHK Flat in Santoshpur, Kolkata",₹45 Lac,"1,050 sqft",2 BHK
on request,"2 BHK Flat in Madurdaha, EM Bypass",₹56 Lac,972 sqft,2 BHK
on request,"3 BHK Flat in Madurdaha, EM Bypass",₹72.5 Lac,"1,407 sqft",3 BHK
On Request,"1 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹20 Lac,450 sqft,1 BHK
on request,"2 BHK Flat in Haltu, Kolkata",₹46.4 Lac,800 sqft,2 BHK
On Request New,"2 BHK Flat in Madurdaha, EM Bypass",₹45 Lac,900 sqft,2 BHK
On Request,"3 BHK Independent Builder Floor in Santoshpur, Kolkata",₹69 Lac,"1,150 sqft",3 BHK
on Request,"2 BHK Flat in Santoshpur, Kolkata",₹40.56 Lac,845 sqft,2 BHK
On Request,"3 BHK Flat in Garagachha, Garia",₹51 Lac,"1,200 sqft",3 BHK
On Request,"3 BHK Flat in New Garia Housing Development Society, Panchpota, Kolkata",₹60 Lac,"1,228 sqft",3 BHK
On Request,"3 BHK Independent Builder Floor in New Garia, Kolkata",₹60.61 Lac,"1,102 sqft",3 BHK
On Request,"2 BHK Flat in Nayabad, Kolkata",₹40.75 Lac,849 sqft,2 BHK
On Request,"3 BHK Flat in Nayabad, Kolkata",₹47 Lac,"1,085 sqft",3 BHK
On Request,"2 BHK Flat in Nabodit, Nayabad",₹30.87 Lac,735 sqft,2 BHK
On Request,"3 BHK Flat in Madurdaha, EM Bypass",₹89.63 Lac,"1,358 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Kalikapur, Kolkata",₹48 Lac,850 sqft,2 BHK
On Request,"2 BHK Flat in New Garia, Kolkata",₹30 Lac,730 sqft,2 BHK
On Request New,"3 BHK Flat in Nayabad, Kolkata",₹50 Lac,"1,110 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Nayabad, Kolkata",₹34 Lac,875 sqft,2 BHK
On Request,"2 BHK Flat in New Garia Housing Development Society, Panchpota, Kolkata",₹35 Lac,700 sqft,2 BHK
Mehra Apartment,"2 BHK Flat in New Garia Housing Development Society, Panchpota, Kolkata",₹34.2 Lac,760 sqft,2 BHK
On Request,"3 BHK Flat in New Garia, Kolkata",₹51.75 Lac,"1,050 sqft",3 BHK
Mini Complex,"2 BHK Flat in Nayabad, Kolkata",₹33.5 Lac,795 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Nayabad, Kolkata",₹36.27 Lac,930 sqft,2 BHK
on Request,"2 BHK Flat in Madurdaha, EM Bypass",₹44.24 Lac,985 sqft,2 BHK
HighRise Society.,"3 BHK Flat in New Garia, Kolkata",₹44.06 Lac,979 sqft,3 BHK
On Request,"2 BHK Flat in New Garia, Kolkata",₹40 Lac,810 sqft,2 BHK
On Request,"3 BHK Flat in Madurdaha, EM Bypass",₹60 Lac,"1,320 sqft",3 BHK
On Request,"3 BHK Flat in Purbalok, EM Bypass",₹96 Lac,"2,120 sqft",3 BHK
On Request,"2 BHK Flat in Purbalok, EM Bypass",₹66.3 Lac,"1,020 sqft",2 BHK
on Request,"3 BHK Flat in Madurdaha, EM Bypass",₹72.05 Lac,"1,310 sqft",3 BHK
On Request,"2 BHK Flat in Madurdaha, EM Bypass",₹44 Lac,"1,024 sqft",2 BHK
on Request,"2 BHK Flat in Madurdaha, EM Bypass",₹40 Lac,960 sqft,2 BHK
On Request,"2 BHK Flat in Prince Anwarshaw Road connector, Kolkata South",₹47 Lac,890 sqft,2 BHK
GM Meena Florence,"2 BHK Flat in Dash Drone, Rajarhat",₹45 Lac,925 sqft,2 BHK
Krishnakoli,"3 BHK Flat in Santoshpur, Kolkata",₹60 Lac,"1,000 sqft",3 BHK
"The 102
4.0","3 BHK Flat in Joka, Kolkata South",₹65 Lac,"1,500 sqft",3 BHK
Residential Complex,"2 BHK Flat in Survey Park, Santoshpur",₹53.88 Lac,898 sqft,2 BHK
Residential Complex,"4 BHK Flat in Survey Park, Santoshpur",₹1.09 Cr,"1,810 sqft",4 BHK
Eden Exotica,"2 BHK Flat in Panchasayar, EM Bypass",₹62 Lac,970 sqft,2 BHK
"Magnolia Prestige
3.6","3 BHK Flat in Bishnupur, Kolkata",₹40 Lac,"1,274 sqft",3 BHK
Srijan Natura,"3 BHK Flat in New Alipore, Kolkata",₹1.3 Cr,"1,224 sqft",3 BHK
"residential apartment,airport gate 1","3 BHK Flat in Airport, Dum Dum",₹38.15 Lac,"1,090 sqft",3 BHK
on Request,"2 BHK Flat in Airport, Dum Dum",₹28 Lac,800 sqft,2 BHK
on request,"3 BHK Flat in Nayabad, Kolkata",₹50 Lac,"1,107 sqft",3 BHK
On Request,"3 BHK Flat in Kalikapur, Kolkata",₹69.35 Lac,"1,035 sqft",3 BHK
on request,"2 BHK Flat in Salua, New Town",₹36.26 Lac,980 sqft,2 BHK
"Unimark Springfield
3.7","2 BHK Flat in Rajarhat, Kolkata",₹57 Lac,971 sqft,2 BHK
on request,"2 BHK Flat in Arjunpur, Raghunathpur, Kolkata",₹32.8 Lac,820 sqft,2 BHK
Eden Brookside,"3 BHK Flat in Thakurpukur, Kolkata",₹40 Lac,"1,140 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹65 Lac,"1,200 sqft",3 BHK
CE HIG Suvendu,"3 BHK Flat in Action Area 1, Kolkata",₹95 Lac,"1,470 sqft",3 BHK
vaishnavi apartment,"2 BHK Flat in Baishnabghata, Garia",₹55.62 Lac,924 sqft,2 BHK
baishnab apartment,"3 BHK Flat in Baishnabghata, Garia",₹74.29 Lac,"1,228 sqft",3 BHK
Baishnab apartment,"3 BHK Flat in Kanungo Park, Garia",₹64.8 Lac,"1,071 sqft",3 BHK
Elevate Godrej Se7en,"2 BHK Flat in Joka, Kolkata South",₹51 Lac,891 sqft,2 BHK
"The 102
4.0","2 BHK Flat in Joka, Kolkata South",₹56.8 Lac,908 sqft,2 BHK
saidham 2,"2 BHK Flat in Diamond Park, Joka",₹36 Lac,930 sqft,2 BHK
Madhuban abasan new booking,"2 BHK Flat in Dum Dum, Kolkata",₹45.65 Lac,830 sqft,2 BHK
Disha appartment,"2 BHK Flat in Thakurpukur Bazar, Kolkata",₹29 Lac,700 sqft,2 BHK
krishnakunja,"2 BHK Flat in Silpara, Barisha",₹28.5 Lac,820 sqft,2 BHK
SY Super Residency,"3 BHK Flat in BL Saha Road, Kolkata",₹94 Lac,"1,500 sqft",3 BHK
"Deeshari Megacity
3.5","2 BHK Flat in Southern Bypass, Kolkata",₹28 Lac,860 sqft,2 BHK
"Silveroak Estate
3.7","3 BHK Flat in Rajarhat, Kolkata",₹90 Lac,"1,280 sqft",3 BHK
Elevate Godrej Se7en,"3 BHK Flat in Joka, Kolkata South",₹65.5 Lac,"1,108 sqft",3 BHK
Purti Veda,"3 BHK Flat in New Town, Kolkata",₹96 Lac,"1,144 sqft",3 BHK
on request,"3 BHK Flat in Bara Nagar, Kolkata",₹65.8 Lac,"1,371 sqft",3 BHK
Mithu Apartments,"2 BHK Flat in Mahamayatala, Garia",₹36.66 Lac,780 sqft,2 BHK
baisakhi apartment,"2 BHK Flat in Brahmapur, Kolkata",₹32 Lac,700 sqft,2 BHK
Vasant enclave,"2 BHK Flat in Brahmapur, Kolkata",₹35 Lac,774 sqft,2 BHK
"Siddha Town
3.8","3 BHK Flat in Rajarhat, Kolkata",₹54 Lac,"1,220 sqft",3 BHK
R Apartment,"2 BHK Flat in Boral, Kolkata",₹26 Lac,800 sqft,2 BHK
Mayfair Venus,"3 BHK Flat in Narendrapur, Kolkata",₹45 Lac,"1,180 sqft",3 BHK
A & S APARTMENT (New Booking),"3 BHK Flat in Agarpara, Panihati",₹32.55 Lac,"1,050 sqft",3 BHK
Elevate Godrej Se7en,"2 BHK Flat in Joka, Kolkata South",₹47.8 Lac,817 sqft,2 BHK
Rajat Avante,"3 BHK Flat in Joka, Kolkata South",₹65.99 Lac,"1,208 sqft",3 BHK
On Request New,"2 BHK Independent Builder Floor in Fartabad, Garia",₹54.28 Lac,"1,044 sqft",2 BHK
alokananda,"2 BHK Flat in Boalia, Rajpur Sonarpur",₹41.4 Lac,900 sqft,2 BHK
Mini Complex,"2 BHK Flat in Mukundapur, Kolkata",₹28 Lac,780 sqft,2 BHK
sarovaar,"1 BHK Flat in Action Area 3, Kolkata",₹31.13 Lac,575 sqft,1 BHK
sarovaar,"3 BHK Flat in Action Area 3, Kolkata",₹59.05 Lac,"1,125 sqft",3 BHK
Unimark Riviera,"3 BHK Flat in Uttarpara, Hooghly",₹92 Lac,"1,436 sqft",3 BHK
Merlin Elements,"3 BHK Flat in New Alipore, Kolkata",₹2.05 Cr,"1,214 sqft",3 BHK
"Prince Anwar Shah Rd, Kolkata, Kolkata South","6 Bedroom House in Prince Anwar Shah Rd, Kolkata",₹2 Cr,"2,159 sqft",6 BHK
Fort Royal,"5 BHK Flat in Badam Talla, Tollygunge",₹3.6 Cr,"3,200 sqft",5 BHK
Amrat Apartment,"3 BHK Flat in Nitai Nagar, Mukundapur",₹1.05 Cr,"1,390 sqft",3 BHK
"The Soul
3.8","4 BHK Flat in Rajarhat, Kolkata",₹1.47 Cr,"1,552 sqft",4 BHK
Urban Green,"3 BHK Flat in Rajarhat, Kolkata",₹1.3 Cr,"1,400 sqft",3 BHK
On Request,"3 BHK Flat in Bara Nagar, Kolkata",₹58.08 Lac,"1,452 sqft",3 BHK
On Request,"2 BHK Flat in Bonhooghly, BT Road",₹43.25 Lac,866 sqft,2 BHK
On Request,"3 BHK Flat in Bonhooghly, BT Road",₹61 Lac,"1,220 sqft",3 BHK
Unimark Riviera,"2 BHK Flat in Uttarpara, Hooghly",₹58 Lac,"1,025 sqft",2 BHK
Shivam Astoria,"3 BHK Flat in Bhadrakali, Uttarpara",₹36 Lac,"1,100 sqft",3 BHK
"Siddha Eden LakeVille
3.9","3 BHK Flat in BT Road, Kolkata",₹96 Lac,"1,350 sqft",3 BHK
"Siddha Eden LakeVille
3.9","3 BHK Flat in BT Road, Kolkata",₹99 Lac,"1,300 sqft",3 BHK
Nexus 20,"3 BHK Flat in Konnagar, Hooghly",₹40 Lac,"1,210 sqft",3 BHK
Value Homes Gitanjali,"3 BHK Flat in New Town, Kolkata",₹80 Lac,"1,227 sqft",3 BHK
Satyam Apartment,"3 BHK Flat in Konnagar, Hooghly",₹36.4 Lac,"1,213 sqft",3 BHK
Ipcon Realestate,"2 BHK Flat in Jyangra, Rajarhat",₹26.84 Lac,767 sqft,2 BHK
"Tata Avenida
4.0","2 BHK Flat in New Town, Kolkata",₹1.3 Cr,"1,080 sqft",2 BHK
Baishnabghata Patuli Township,"3 BHK Flat in Patuli, EM Bypass",₹90.46 Lac,"1,350 sqft",3 BHK
On Request,"3 BHK Flat in New Alipore, Kolkata",₹1.75 Cr,"1,750 sqft",3 BHK
"Shrachi Greenwood Nest
3.8","3 BHK Flat in New Town, Kolkata",₹1.53 Cr,"1,563 sqft",3 BHK
"Ideal AquaView
3.7","3 BHK Flat in New Town, Kolkata",₹1.6 Cr,"1,485 sqft",3 BHK
"PS ONE 10
4.2","4 BHK Flat in New Town, Kolkata",₹2.25 Cr,"1,825 sqft",4 BHK
Purti Veda,"2 BHK Flat in New Town, Kolkata",₹76 Lac,977 sqft,2 BHK
Aryan Apartment,"2 BHK Flat in Nayabad, Kolkata",₹42 Lac,849 sqft,2 BHK
Ruby Green 2,"3 BHK Flat in EM Bypass, Kolkata South",₹65 Lac,"1,272 sqft",3 BHK
Heavens Gateway,"2 BHK Flat in Narendrapur, Kolkata",₹33.5 Lac,"1,000 sqft",2 BHK
"Shivam Uttara, Uttarpara","2 BHK Flat in Uttarpara, Hooghly",₹23.24 Lac,845 sqft,2 BHK
"Shivam prisma, Uttarpara","2 BHK Flat in Makhla Government Colony, Uttarpara",₹22.36 Lac,860 sqft,2 BHK
Urban Sabujayan,"3 BHK Flat in Kalikapur, Kolkata",₹73.2 Lac,"1,464 sqft",3 BHK
"Hiland Willows
4.0","2 BHK Flat in New Town, Kolkata",₹95 Lac,"1,556 sqft",2 BHK
"Om Tower, Konnagar","2 BHK Flat in Nabagram, Hooghly",₹17.18 Lac,731 sqft,2 BHK
"Surya Tower, Konnagar","3 BHK Flat in Nabagram, Hooghly",₹27.45 Lac,"1,220 sqft",3 BHK
"Surya Tower, Konnagar","2 BHK Flat in Nabagram, Hooghly",₹19.13 Lac,850 sqft,2 BHK
"Surya Tower, Konnagar","2 BHK Flat in Nabagram, Hooghly",₹21.6 Lac,960 sqft,2 BHK
"Udayan Apartment, Konnagar","2 BHK Flat in Konnagar, Hooghly",₹17.88 Lac,715 sqft,2 BHK
"Shivam Vista, Uttarpara","2 BHK Flat in Bhadrakali, Uttarpara",₹24.3 Lac,810 sqft,2 BHK
Shivam Residency,"3 BHK Flat in Bhadrakali, Uttarpara",₹27.51 Lac,885 sqft,3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹69 Lac,"1,256 sqft",3 BHK
SHIVAM APARTMENT,"2 BHK Flat in Serampore, Hooghly",₹23.5 Lac,585 sqft,2 BHK
Aryan Alivia Apartment,"2 BHK Flat in Mukundapur, Kolkata",₹40.75 Lac,849 sqft,2 BHK
"Prasad Rare Earth
3.5","3 BHK Flat in Kankurgachi, Kolkata",₹2.74 Cr,"1,309 sqft",3 BHK
Castle Plaza,"2 BHK Flat in Amarabati, Sodepur",₹20.8 Lac,880 sqft,2 BHK
On request new booking,"2 BHK Flat in Chinar Park, Kolkata",₹28.49 Lac,814 sqft,2 BHK
on request,"3 BHK Flat in Chinar Park, Kolkata",₹54 Lac,"1,200 sqft",3 BHK
on requedt,"2 BHK Flat in Chinar Park, Kolkata",₹37.84 Lac,901 sqft,2 BHK
"Sattaranjan Plaza NEW BOOKING, Belgharia","2 BHK Flat in Belgharia, BT Road",₹28.4 Lac,710 sqft,2 BHK
"Gouri Plaza NEW BOOKING, Agarpara B T Road","3 BHK Flat in Agarpara, Panihati",₹27 Lac,"1,000 sqft",3 BHK
"Manik Pir, Bhadrakali Uttarpara","2 BHK Flat in Bhadrakali, Uttarpara",₹26.6 Lac,950 sqft,2 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹39.76 Lac,846 sqft,2 BHK
Rudrani Residency,"2 BHK Flat in Rajarhat, Kolkata",₹35 Lac,957 sqft,2 BHK
Tara Ma Enterprises,"3 BHK Flat in New Town, Kolkata",₹75 Lac,"1,480 sqft",3 BHK
On Request,"2 BHK Flat in New Town, Kolkata",₹58 Lac,959 sqft,2 BHK
Purna Laxmi Apartment,"2 BHK Flat in Mahamayatala, Garia",₹40 Lac,977 sqft,2 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹46.64 Lac,"1,014 sqft",2 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹48.3 Lac,"1,050 sqft",2 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹2.1 Cr,"1,235 sqft",3 BHK
Sweet Snehalata,"3 BHK Flat in Sodepur, Kolkata North",₹34 Lac,"1,050 sqft",3 BHK
Mini Complex,"2 BHK Independent Builder Floor in New Garia, Kolkata",₹38.6 Lac,804 sqft,2 BHK
On Request,"4 Bedroom House in Madhyamgram, Kolkata",₹65 Lac,"2,000 sqft",4 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹49.7 Lac,"1,058 sqft",2 BHK
Eagle Hieghts,"3 BHK Flat in Sodepur, Kolkata North",₹32.65 Lac,"1,166 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹79.5 Lac,"1,489 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹78 Lac,"1,466 sqft",3 BHK
Ambuja Udita,"4 BHK Flat in Survey Park, Santoshpur",₹2.9 Cr,"3,482 sqft",4 BHK
"Sherwood Estate
4.0","3 BHK Flat in Narendrapur, Kolkata",₹80 Lac,"1,410 sqft",3 BHK
"Sherwood Estate
4.0","3 BHK Flat in Narendrapur, Kolkata",₹67 Lac,"1,400 sqft",3 BHK
"Sherwood Estate
4.0","3 BHK Flat in Narendrapur, Kolkata",₹70 Lac,"1,304 sqft",3 BHK
"Sherwood Estate
4.0","3 BHK Flat in Narendrapur, Kolkata",₹66 Lac,"1,320 sqft",3 BHK
"Sherwood Estate
4.0","3 BHK Flat in Narendrapur, Kolkata",₹64 Lac,"1,250 sqft",3 BHK
"Sherwood Estate
4.0","2 BHK Flat in Narendrapur, Kolkata",₹50 Lac,950 sqft,2 BHK
"South City
4.0","3 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹2.15 Cr,"1,458 sqft",3 BHK
bitasta apartment,"2 BHK Flat in Chinar Park, Kolkata",₹46.15 Lac,982 sqft,2 BHK
on Request,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹48.8 Lac,"1,220 sqft",3 BHK
On Request,"3 BHK Flat in Action Area 2, Kolkata",₹85 Lac,"1,452 sqft",3 BHK
Shivom Utopia,"3 BHK Flat in EM Bypass, Kolkata South",₹1.65 Cr,"1,373 sqft",3 BHK
On Request,"3 BHK Flat in Madurdaha, EM Bypass",₹50 Lac,"1,150 sqft",3 BHK
On request,"2 BHK Flat in Madurdaha, EM Bypass",₹38.5 Lac,850 sqft,2 BHK
"Unimark Lakewood Estate
3.8","3 BHK Flat in EM Bypass, Kolkata South",₹1.2 Cr,"1,228 sqft",3 BHK
"PS ONE 10
4.2","3 BHK Flat in New Town, Kolkata",₹1.5 Cr,"1,100 sqft",3 BHK
"Elita Garden Vista
4.3","3 BHK Flat in New Town, Kolkata",₹1.35 Cr,"1,955 sqft",3 BHK
On Request,"2 BHK Flat in Kaikhali, VIP Road",₹33.18 Lac,754 sqft,2 BHK
BCT Sonar Sansar,"3 BHK Flat in Sonarpur, Kolkata",₹45 Lac,"1,308 sqft",3 BHK
1070 Vidyatan Sarani,"2 BHK Flat in Bidyayatan Sarani, Bara Nagar",₹23.5 Lac,680 sqft,2 BHK
On Request New,"3 BHK Flat in MG Road South, Kolkata",₹69.86 Lac,"1,383 sqft",3 BHK
Nayabad Apartments,"3 BHK Flat in Nayabad, Kolkata",₹75 Lac,"1,400 sqft",3 BHK
Kavi Nazrul Metro,"3 BHK Independent Builder Floor in Garia, Kolkata",₹57 Lac,"1,275 sqft",3 BHK
Kavi Nazrul Metro,"4 BHK Independent Builder Floor in Garia, Kolkata",₹1.05 Cr,"1,870 sqft",4 BHK
Sugam Sudhir,"3 BHK Flat in Garia, Kolkata",₹1.25 Cr,"1,763 sqft",3 BHK
On Request,"3 BHK Flat in Prince Anwarshaw Road connector, Kolkata South",₹93 Lac,"1,390 sqft",3 BHK
On Request,"3 BHK Flat in Kaikhali, VIP Road",₹46.29 Lac,"1,052 sqft",3 BHK
On Request,"3 BHK Flat in Rajarhat, Kolkata",₹49.5 Lac,"1,409 sqft",3 BHK
Protikkha Apartment,"2 BHK Flat in Behala, Kolkata",₹38.48 Lac,740 sqft,2 BHK
"Boral, Kolkata, Kolkata South","4 Bedroom House in Boral, Kolkata",₹45 Lac,"1,440 sqft",4 BHK
Suvo Sai,"2 BHK Flat in Nabagram, Hooghly",₹16.8 Lac,700 sqft,2 BHK
Suryayan plaza,"2 BHK Flat in Rajarhat, Kolkata",₹27.62 Lac,850 sqft,2 BHK
Kavi Nazrul Metro,"2 BHK Independent Builder Floor in Garia, Kolkata",₹45 Lac,915 sqft,2 BHK
New Project,"2 BHK Flat in Kaikhali, VIP Road",₹37.75 Lac,858 sqft,2 BHK
On Request,"2 BHK Flat in Rajarhat, Kolkata",₹31 Lac,885 sqft,2 BHK
"Southwinds
4.1","3 BHK Flat in Garia, Kolkata",₹85 Lac,"1,300 sqft",3 BHK
Srishti Eco Star,"2 BHK Flat in New Town, Kolkata",₹51.25 Lac,960 sqft,2 BHK
Jai Mata Di Apartment,"2 BHK Flat in Nabagram, Hooghly",₹19.44 Lac,810 sqft,2 BHK
"Bengal Peerless Avidipta Phase 2
4.1","3 BHK Flat in Mukundapur, Kolkata",₹3.1 Cr,"1,677 sqft",3 BHK
Sugam Sabuj,"3 BHK Flat in Narendrapur, Kolkata",₹52 Lac,"1,338 sqft",3 BHK
on request,"2 BHK Flat in Kadamtala, Kolkata South",₹20 Lac,600 sqft,2 BHK
Anandi View,"3 BHK Flat in Rajarhat, Kolkata",₹52.8 Lac,"1,578 sqft",3 BHK
Hitech Residency,"2 BHK Flat in Rajarhat, Kolkata",₹27.35 Lac,793 sqft,2 BHK
Srishti VISTA,"3 BHK Flat in Rajarhat, Kolkata",₹42.35 Lac,"1,100 sqft",3 BHK
Suryayan plaza,"2 BHK Flat in Rajarhat, Kolkata",₹25.55 Lac,786 sqft,2 BHK
"Nirala Apartment, New Booking","3 BHK Flat in Rajarhat, Kolkata",₹42 Lac,"1,167 sqft",3 BHK
"Bengal Dcl Uttara
3.8","3 BHK Flat in New Town, Kolkata",₹1.75 Cr,"2,633 sqft",3 BHK
Residential Apartment,"3 BHK Flat in Rajabasanta Roy Road, Kolkata",₹1.65 Cr,"1,480 sqft",3 BHK
Residential Apartment,"3 BHK Flat in Hindustan Park, Golpark, Kolkata",₹2.3 Cr,"2,100 sqft",3 BHK
SGIL Residenzza,"2 BHK Flat in Airport, Dum Dum",₹47 Lac,996 sqft,2 BHK
Anandi view,"2 BHK Flat in Rajarhat, Kolkata",₹29.7 Lac,887 sqft,2 BHK
WBIDFC Sankalpa 2,"3 BHK Flat in Rajarhat, Kolkata",₹1.42 Cr,"1,453 sqft",3 BHK
