name,location,price,area,bhk
Jai Hanuman Apartment,"1 BHK Flat in Konnagar, Hooghly",₹10.6 Lac,461 sqft,1 BHK
On Request,"3 BHK Flat in Action Area 2, Kolkata",₹1 Cr,"1,750 sqft",3 BHK
Saha Apartment,"1 BHK Flat in Konnagar, Hooghly",₹10.05 Lac,335 sqft,1 BHK
Jai Hanuman Apartment 1,"2 BHK Flat in Konnagar, Hooghly",₹18.85 Lac,725 sqft,2 BHK
Srijan Botanica,"3 Bedroom House in EM Bypass, Kolkata South",₹1.56 Cr,"1,791 sqft",3 BHK
Priti Residency,"1 BHK Flat in Konnagar, Hooghly",₹12.77 Lac,511 sqft,1 BHK
Priti Residency,"2 BHK Flat in Konnagar, Hooghly",₹24.66 Lac,881 sqft,2 BHK
"Bengal Greenfield Ambition
3.8","2 BHK Flat in New Town Action Area 2D, Kolkata",₹57 Lac,780 sqft,2 BHK
Mehuli Nayabad Apartment,"3 BHK Flat in New Garia, Kolkata",₹45 Lac,"1,089 sqft",3 BHK
"Rishi Ecoview
3.8","3 BHK Flat in New Town, Kolkata",₹82 Lac,"1,284 sqft",3 BHK
"Manik Pir, Uttarpara","3 BHK Flat in Bhadrakali, Uttarpara",₹34.16 Lac,"1,220 sqft",3 BHK
Astra Green,"4 BHK Flat in Chinar Park, Kolkata",₹1.1 Cr,"1,778 sqft",4 BHK
"Arch Starwood
3.8","3 BHK Flat in Chinar Park, Kolkata",₹1.5 Cr,"1,828 sqft",3 BHK
Mirra apartment,"2 BHK Flat in Madhyamgram, Kolkata",₹22.15 Lac,791 sqft,2 BHK
"DLF New Town Heights
3.8","2 BHK Flat in New Town, Kolkata",₹80 Lac,"1,255 sqft",2 BHK
Sanjeeva Town Duplex,"4 BHK Flat in Action Area 1, Kolkata",₹1.35 Cr,"1,858 sqft",4 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹60 Lac,929 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹60 Lac,930 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹52 Lac,931 sqft,3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹88 Lac,"1,226 sqft",3 BHK
on Request,"2 BHK Flat in Action Area 2, Kolkata",₹44 Lac,"1,060 sqft",2 BHK
Manjula Apartment,"3 BHK Flat in Lake Avenue, Kolkata",₹1.38 Cr,"1,400 sqft",3 BHK
Tata 88 East,"3 BHK Flat in Alipore, Kolkata",₹4.8 Cr,"1,709 sqft",3 BHK
Mayfair Greens,"3 BHK Flat in Narendrapur, Kolkata",₹52 Lac,"1,280 sqft",3 BHK
on Request,"2 BHK Flat in Rekjuani, Kolkata",₹31.5 Lac,900 sqft,2 BHK
on Request,"1 BHK Flat in Rekjuani, Kolkata",₹14.4 Lac,450 sqft,1 BHK
on Request,"2 BHK Flat in Rekjuani, Kolkata",₹24 Lac,750 sqft,2 BHK
Mini Complex,"3 BHK Independent Builder Floor in New Garia, Kolkata",₹46.48 Lac,"1,162 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹60 Lac,"1,575 sqft",3 BHK
OAS Lake Life Township,"4 Bedroom House in Joka, Kolkata South",₹72 Lac,"2,160 sqft",4 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹52 Lac,"1,450 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹40 Lac,"1,100 sqft",3 BHK
NEWTOWN CO OPRATIVE,"3 BHK Flat in BE Block Newtown, Action Area 1",₹71 Lac,"1,115 sqft",3 BHK
"Uniworld City
3.8","2 BHK Flat in New Town, Kolkata",₹1 Cr,"1,464 sqft",2 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.6 Cr,"2,204 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.45 Cr,"2,204 sqft",3 BHK
"Uniworld City
3.8","4 BHK Flat in New Town, Kolkata",₹2.2 Cr,"3,500 sqft",4 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹92 Lac,"1,228 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹87.5 Lac,"1,225 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹87 Lac,"1,226 sqft",3 BHK
"Atri Green Valley
3.7","1 BHK Flat in Narendrapur, Kolkata",₹22.5 Lac,735 sqft,1 BHK
"The 102
4.0","3 BHK Flat in Joka, Kolkata South",₹60 Lac,"1,300 sqft",3 BHK
"The 102
4.0","2 BHK Flat in Joka, Kolkata South",₹42 Lac,800 sqft,2 BHK
DTC Southern Heights,"2 BHK Flat in Joka, Kolkata South",₹46 Lac,940 sqft,2 BHK
Florence by Ganguly Group,"3 BHK Flat in Garia, Kolkata",₹99 Lac,"1,545 sqft",3 BHK
OAS Lake Life Township,"3 Bedroom House in Joka, Kolkata South",₹48 Lac,"1,200 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹89 Lac,"1,226 sqft",3 BHK
"Uniworld City
3.8","4 BHK Flat in New Town, Kolkata",₹2.5 Cr,"4,000 sqft",4 BHK
Sugam Habitat,"3 BHK Flat in EM Bypass, Kolkata South",₹1.5 Cr,"1,525 sqft",3 BHK
Sova billa,"2 BHK Flat in Madhyamgram, Kolkata",₹29.36 Lac,839 sqft,2 BHK
Udayan Complex,"2 BHK Flat in Konnagar, Hooghly",₹20.59 Lac,916 sqft,2 BHK
DTC Southern Heights,"2 BHK Flat in Joka, Kolkata South",₹53 Lac,870 sqft,2 BHK
Eden Pavilion,"3 BHK Flat in EM Bypass, Kolkata East",₹70 Lac,"1,172 sqft",3 BHK
"Devaloke Sonar City
3.7","3 BHK Flat in Kamalgazi, Southern Bypass",₹65 Lac,"1,075 sqft",3 BHK
Mainak Garden,"3 BHK Flat in Garia, Kolkata",₹67 Lac,"1,300 sqft",3 BHK
"Shrachi Greenwood Elements
3.9","2 BHK Flat in New Town, Kolkata",₹75 Lac,"1,355 sqft",2 BHK
Sarovaar,"3 BHK Flat in Action Area 3, Kolkata",₹59.05 Lac,"1,125 sqft",3 BHK
Ujjwala Luxary Apartments,"2 BHK Flat in New Town Action Area 2D, Kolkata",₹87 Lac,"1,319 sqft",2 BHK
NEWTOWN CO-OPERATIVE,"2 BHK Flat in BA Block newtown, Action Area 1",₹65 Lac,900 sqft,2 BHK
"DLF New Town Heights
3.8","3 BHK Flat in New Town, Kolkata",₹1.1 Cr,"1,522 sqft",3 BHK
"DLF New Town Heights
3.8","2 BHK Flat in New Town, Kolkata",₹85 Lac,"1,257 sqft",2 BHK
"DLF New Town Heights
3.8","2 BHK Flat in New Town, Kolkata",₹84 Lac,"1,260 sqft",2 BHK
"Shrachi Greenwood Elements
3.9","2 BHK Flat in New Town, Kolkata",₹90 Lac,"1,334 sqft",2 BHK
"Rajwada Altitude
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹1.09 Cr,"1,455 sqft",3 BHK
The Banyan Tree Sunland Residency,"2 BHK Flat in Rajarhat, Kolkata",₹60 Lac,"1,025 sqft",2 BHK
Mayfair Greens,"3 BHK Flat in Narendrapur, Kolkata",₹58 Lac,"1,390 sqft",3 BHK
Vista Uttarpara,"2 BHK Flat in Bhadrakali, Uttarpara",₹26.5 Lac,865 sqft,2 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,768 sqft",3 BHK
"Aspire, Uttarpara","2 BHK Flat in Bhadrakali, Uttarpara",₹19.44 Lac,720 sqft,2 BHK
"Shivam Aspire, Uttarpara","2 BHK Flat in Bhadrakali, Uttarpara",₹18.39 Lac,681 sqft,2 BHK
"Shivam Vista, Uttarpara","3 BHK Flat in Bhadrakali, Uttarpara",₹33 Lac,"1,100 sqft",3 BHK
Shivam Residency,"2 BHK Flat in Bhadrakali, Uttarpara",₹16.5 Lac,666 sqft,2 BHK
"The Soul
3.8","2 BHK Flat in Rajarhat, Kolkata",₹85 Lac,"1,087 sqft",2 BHK
Cooperative society,"3 BHK Flat in DA Block Newtown, New Town",₹1.02 Cr,"1,400 sqft",3 BHK
Residential flat Airport,"3 BHK Flat in Airport 2 No. Gate, North Dumdum",₹35 Lac,"1,001 sqft",3 BHK
"Shrachi Rosedale Garden
3.7","3 BHK Flat in New Town, Kolkata",₹2.05 Cr,"2,231 sqft",3 BHK
"Siddha Happyville
4.2","3 BHK Flat in Rajarhat, Kolkata",₹1.02 Cr,"1,400 sqft",3 BHK
sonar tori view,"2 BHK Flat in New Barrakpur, Kolkata",₹19.44 Lac,720 sqft,2 BHK
dreamhome bhagirathi apartment,"3 BHK Flat in Pathanpur, Birati, Kolkata",₹38.3 Lac,"1,065 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹89 Lac,"1,226 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹89 Lac,"1,226 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.1 Cr,"1,460 sqft",3 BHK
"Tata Eden Court
3.9","3 BHK Flat in Action Area 2, Kolkata",₹1.35 Cr,"1,735 sqft",3 BHK
"Tata Eden Court
3.9","3 BHK Flat in Action Area 2, Kolkata",₹1.7 Cr,"1,950 sqft",3 BHK
"Tata Eden Court
3.9","3 BHK Flat in Action Area 2, Kolkata",₹1.38 Cr,"1,555 sqft",3 BHK
Sanjeeva Town Duplex,"3 BHK Flat in Action Area 1, Kolkata",₹1.57 Cr,"2,270 sqft",3 BHK
sana exotica,"2 BHK Flat in Pathanpur, Birati, Kolkata",₹18 Lac,565 sqft,2 BHK
Jain Dream One,"2 BHK Flat in New Town, Kolkata",₹81 Lac,"1,010 sqft",2 BHK
Prabha Aashiyana,"3 BHK Flat in Rajarhat, Kolkata",₹45 Lac,"1,140 sqft",3 BHK
"Siddha Town
3.8","3 BHK Flat in Rajarhat, Kolkata",₹38 Lac,"1,005 sqft",3 BHK
residential villa,"5 Bedroom House in Garia Park, Kolkata",₹1.6 Cr,"2,159 sqft",5 BHK
"Siddha Town
3.8","2 BHK Flat in Rajarhat, Kolkata",₹35 Lac,825 sqft,2 BHK
"DLF New Town Heights
3.8","3 BHK Flat in Action Area 3, Kolkata",₹1.25 Cr,"1,845 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.55 Cr,"2,200 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.55 Cr,"2,100 sqft",3 BHK
Subhasree apartment,"1 BHK Flat in New Barrakpur, Kolkata",₹14.09 Lac,522 sqft,1 BHK
subhasree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹22.91 Lac,881 sqft,2 BHK
residential apartment,"2 BHK Flat in Jodhpur Park, Kolkata",₹77 Lac,"1,050 sqft",2 BHK
GOUTAM's,"3 BHK Flat in New Town, Kolkata",₹93 Lac,"1,450 sqft",3 BHK
CA Bhaskar -2,"2 BHK Flat in Action Area 1, Kolkata",₹62 Lac,"1,050 sqft",2 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹78 Lac,"1,250 sqft",3 BHK
Bulk Standalone Building,"3 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,500 sqft",3 BHK
palm avenue,"4 BHK Flat in Action Area 1, Kolkata",₹1.7 Cr,"2,370 sqft",4 BHK
Joyville Howrah Tower A1- Pinnacle,"3 BHK Flat in Salap, Howrah",₹53.1 Lac,"1,145 sqft",3 BHK
Apartment,"2 BHK Flat in Rajarhat, Kolkata",₹25.2 Lac,720 sqft,2 BHK
arman plaza,"3 BHK Flat in Rajarhat, Kolkata",₹40.25 Lac,"1,150 sqft",3 BHK
Builcon Ananda,"3 BHK Flat in Southern Avenue, Kolkata",₹1.8 Cr,"1,200 sqft",3 BHK
Residential Apartment,"3 BHK Flat in Ballygunge Place, Kolkata",₹1.45 Cr,"1,369 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Action Area 2, Kolkata",₹60 Lac,"1,100 sqft",2 BHK
Singhi Park Apartment,"3 BHK Flat in Gariahat, Kolkata",₹2.6 Cr,"2,500 sqft",3 BHK
Residential Apartment,"2 BHK Flat in Southern Avenue, Kolkata",₹75 Lac,780 sqft,2 BHK
Twin tower,"2 BHK Flat in Nager Bazar, Jessore Road",₹34.41 Lac,782 sqft,2 BHK
TWIN TOWER,"2 BHK Flat in Nager Bazar, Jessore Road",₹37.66 Lac,856 sqft,2 BHK
ROYAL CHS,"2 BHK Flat in Action Area 1, Kolkata",₹58 Lac,"1,050 sqft",2 BHK
Philips Housing,"4 Bedroom House in Tollygunge, Kolkata",₹1.3 Cr,"2,100 sqft",4 BHK
Twin tower,"3 BHK Flat in Nager Bazar, Jessore Road",₹51.7 Lac,"1,175 sqft",3 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹22 Lac,720 sqft,2 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹24 Lac,720 sqft,2 BHK
Philips Parama Abasan,"4 Bedroom House in Behala, Kolkata",₹1.3 Cr,"1,658 sqft",4 BHK
"NBCC Vibgyor Towers
3.7","4 BHK Flat in New Town, Kolkata",₹1.27 Cr,"1,578 sqft",4 BHK
Ganguly 4 Sight 36,"2 BHK Flat in Garia, Kolkata",₹40 Lac,935 sqft,2 BHK
dwarika hights,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹47.05 Lac,"1,190 sqft",3 BHK
Residential apartment,"2 BHK Flat in Airport 2 No. Gate, North Dumdum",₹29.17 Lac,884 sqft,2 BHK
on request,"3 BHK Flat in Narendrapur, Kolkata",₹33.9 Lac,892 sqft,3 BHK
Balaji Heights,"3 BHK Flat in Nager Bazar, Jessore Road",₹55.17 Lac,"1,226 sqft",3 BHK
Dwarika hights,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹48.51 Lac,"1,228 sqft",3 BHK
Greenfield City,"3 BHK Flat in Behala Chowrasta, Kolkata",₹35.5 Lac,893 sqft,3 BHK
Subhasree apartment,"1 BHK Flat in New Barrakpur, Kolkata",₹12.93 Lac,488 sqft,1 BHK
Highland Park,"2 BHK Flat in Patuli, EM Bypass",₹86 Lac,"1,206 sqft",2 BHK
"Narendrapur, Kolkata, Kolkata South","4 Bedroom House in Narendrapur, Kolkata",₹83 Lac,"1,655 sqft",4 BHK
"Bengal Peerless Avidipta Phase 2
4.1","2 BHK Flat in Mukundapur, Kolkata",₹99 Lac,917 sqft,2 BHK
"Hiland Park
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹99 Lac,"1,264 sqft",3 BHK
"Residental apartment,Airport","3 BHK Flat in Airport, Dum Dum",₹36.57 Lac,"1,060 sqft",3 BHK
On Request,"2 BHK Flat in Kudghat, Tollygunge",₹35 Lac,650 sqft,2 BHK
Sristi Apartment,"2 BHK Flat in Tollygunge, Kolkata",₹29 Lac,672 sqft,2 BHK
On Request,"2 BHK Flat in Kudghat, Tollygunge",₹35 Lac,800 sqft,2 BHK
sonartori,"3 BHK Independent Builder Floor in Patuli, EM Bypass",₹88 Lac,"1,355 sqft",3 BHK
Uttara Tritiya,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹1.22 Cr,"1,436 sqft",3 BHK
Greenfield City,"2 BHK Flat in Behala Chowrasta, Kolkata",₹28 Lac,774 sqft,2 BHK
Megh Apartment,"2 BHK Flat in Bakultala, Kolkata South",₹22 Lac,860 sqft,2 BHK
Neelachal Abasan CHS,"3 BHK Flat in Kasba, Kolkata",₹90 Lac,"1,276 sqft",3 BHK
Neelachal Abasan CHS,"3 BHK Flat in Kasba, Kolkata",₹80.15 Lac,"1,145 sqft",3 BHK
Sweet Snehalata,"2 BHK Flat in Sodepur, Kolkata North",₹23 Lac,710 sqft,2 BHK
Tolly Court,"3 BHK Flat in Tollygunge, Kolkata",₹87 Lac,"1,230 sqft",3 BHK
Shivam Apartment Baguihati,"2 BHK Flat in Baguiati, Kolkata",₹27.44 Lac,686 sqft,2 BHK
"residential apartment,Dumdum cant","2 BHK Flat in Dum Dum Cantt, South Dumdum",₹27.95 Lac,860 sqft,2 BHK
"Bengal Shapoorji Shukhobristhi
4.3","2 BHK Flat in New Town, Kolkata",₹32.2 Lac,680 sqft,2 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹52 Lac,"1,000 sqft",3 BHK
"Bengal DCL Sampoorna
3.8","1 BHK Flat in Action Area 2, Kolkata",₹23 Lac,400 sqft,1 BHK
MITRA APPARTMENT,"2 BHK Flat in Tollygunge, Kolkata",₹20 Lac,750 sqft,2 BHK
FM Dream Villa,"2 BHK Flat in Tollygunge, Kolkata",₹30 Lac,957 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Mukundapur, Kolkata",₹25 Lac,677 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Mukundapur, Kolkata",₹40.75 Lac,849 sqft,2 BHK
on Request,"2 BHK Flat in Baguiati, Kolkata",₹25.36 Lac,634 sqft,2 BHK
"Soumendra Plaza NEW BOOKING, Agarpara","2 BHK Flat in Agarpara, Panihati",₹16.6 Lac,650 sqft,2 BHK
Todi Sunny Skyline,"3 BHK Flat in Garia, Kolkata",₹70 Lac,"1,280 sqft",3 BHK
nexus residency,"3 BHK Flat in Amarabati, Sodepur",₹38.5 Lac,"1,176 sqft",3 BHK
Rabindra Plaza NEW BOOKING Agarpara B T Road,"2 BHK Flat in Agarpara, Panihati",₹19.04 Lac,680 sqft,2 BHK
Residential Building,"3 BHK Flat in Action Area 1, Kolkata",₹75 Lac,"1,200 sqft",3 BHK
OAS Lake Life Township,"3 BHK Flat in Joka, Kolkata South",₹23 Lac,909 sqft,3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹23.5 Lac,480 sqft,1 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹22 Lac,480 sqft,1 BHK
Jai Hanuman Apartment 2,"2 BHK Flat in Hindmotor, Uttarpara",₹18 Lac,700 sqft,2 BHK
Nirvana Apartment,"2 BHK Flat in Hindmotor, Uttarpara",₹18.2 Lac,728 sqft,2 BHK
JaI Ganesh Apartment II,"1 BHK Flat in Hindmotor, Uttarpara",₹8.32 Lac,320 sqft,1 BHK
Nirvana,"3 Bedroom House in EM Bypass, Kolkata South",₹1.03 Cr,"1,513 sqft",3 BHK
Space Aurum,"3 BHK Flat in BT Road, Kolkata",₹85 Lac,"1,470 sqft",3 BHK
"Shivam Uttara, Uttarpara","2 BHK Flat in Uttarpara, Hooghly",₹13.2 Lac,480 sqft,2 BHK
Tara Ma Enterprises,"1 BHK Flat in Action Area 1, Kolkata",₹32 Lac,442 sqft,1 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹55 Lac,930 sqft,3 BHK
ss enclave,"2 BHK Flat in Haridevpur, Putiary, Kolkata",₹29 Lac,930 sqft,2 BHK
On Request Bhawanipore,"3 BHK Flat in Jatin Das Park, Sarat Bose Road",₹1.8 Cr,"1,700 sqft",3 BHK
Brooklyn Apartment,"3 BHK Flat in Patuli, EM Bypass",₹75 Lac,"1,120 sqft",3 BHK
Purbachal Cluster 4,"3 BHK Flat in Sector 3 Salt Lake, Kolkata",₹95 Lac,"1,500 sqft",3 BHK
Sana exotica,"2 BHK Flat in Pathanpur, Birati, Kolkata",₹18.64 Lac,565 sqft,2 BHK
Purbachal Cluster 12,"3 BHK Flat in Salt Lake, Kolkata",₹45 Lac,714 sqft,3 BHK
suprima appartment,"2 BHK Flat in Laskarpur, Garia",₹25.5 Lac,800 sqft,2 BHK
"Atri Green Valley
3.7","1 BHK Flat in Narendrapur, Kolkata",₹20.5 Lac,650 sqft,1 BHK
Eden Exotica,"2 BHK Flat in Panchasayar, EM Bypass",₹45 Lac,920 sqft,2 BHK
Golf Green Urban Complex,"3 BHK Flat in Jadavpur, Kolkata",₹55 Lac,"1,600 sqft",3 BHK
Eden Tolly Signature,"2 BHK Flat in Tollygunge, Kolkata",₹43 Lac,934 sqft,2 BHK
OAS Lake Life Township,"3 BHK Flat in Joka, Kolkata South",₹23 Lac,909 sqft,3 BHK
Kavi Nazrul Metro,"2 BHK Flat in Garia, Kolkata",₹56 Lac,"1,000 sqft",2 BHK
Ujjwala Luxary Apartments,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹1.35 Cr,"1,509 sqft",3 BHK
B Abason,"1 BHK Flat in Dunlop, Kolkata",₹15.2 Lac,475 sqft,1 BHK
GALAXY CHS,"3 BHK Flat in Action Area 1, Kolkata",₹74 Lac,"1,250 sqft",3 BHK
"Shrachi Greenwood Elements
3.9","2 BHK Flat in New Town, Kolkata",₹52 Lac,822 sqft,2 BHK
sarovaar,"3 BHK Flat in Action Area 3, Kolkata",₹60.97 Lac,"1,163 sqft",3 BHK
On Request New,"1 BHK Independent Builder Floor in Kasba, Kolkata",₹22 Lac,510 sqft,1 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹18 Lac,600 sqft,2 BHK
"Ambuja Ujjwala The Condoville
3.6","3 BHK Flat in New Town, Kolkata",₹1.36 Cr,"1,509 sqft",3 BHK
on request,"3 BHK Flat in Purbalok, EM Bypass",₹60 Lac,"1,200 sqft",3 BHK
Spandan,"3 BHK Flat in Madurdaha, EM Bypass",₹50 Lac,"1,200 sqft",3 BHK
Residential Apartment,"3 BHK Flat in Triangular Park, Ballygunge",₹1.5 Cr,"1,680 sqft",3 BHK
"Merlin 5th Avenue
3.9","2 BHK Flat in Salt Lake, Kolkata",₹1.19 Cr,"1,100 sqft",2 BHK
"Bengal Peerless Avidipta Phase 2
4.1","2 BHK Flat in Mukundapur, Kolkata",₹72 Lac,700 sqft,2 BHK
Twin tower,"2 BHK Flat in Nager Bazar, Jessore Road",₹35.73 Lac,812 sqft,2 BHK
Sampurna Apartment,"3 BHK Flat in Sector 5 Salt Lake, Kolkata",₹45 Lac,"1,000 sqft",3 BHK
Shivam Residency,"2 BHK Flat in Bhadrakali, Uttarpara",₹21.75 Lac,687 sqft,2 BHK
"residential flat,airport","2 BHK Flat in Airport, Dum Dum",₹26.91 Lac,780 sqft,2 BHK
"residential flat,airport","3 BHK Flat in Airport 2 No. Gate, North Dumdum",₹57.64 Lac,"1,441 sqft",3 BHK
Star Residency,"3 BHK Flat in Chinar Park, Kolkata",₹58 Lac,"1,458 sqft",3 BHK
On Request New Alipore,"3 BHK Flat in New Alipore, Kolkata",₹1.75 Cr,"1,750 sqft",3 BHK
TRINAYANI APARTMENT,"1 BHK Flat in Madhyamgram, Kolkata",₹13.76 Lac,429 sqft,1 BHK
Subhashree apartment,"1 BHK Flat in New Barrakpur, Kolkata",₹14.07 Lac,521 sqft,1 BHK
"South City
3.9","2 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹1.6 Cr,"1,140 sqft",2 BHK
Rajshwari Co. Op Society,"3 BHK Flat in Action Area 1, Kolkata",₹85 Lac,"1,250 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","2 BHK Flat in Mukundapur, Kolkata",₹54 Lac,"1,015 sqft",2 BHK
DCJ Homes,"3 BHK Flat in Rajarhat, Kolkata",₹34 Lac,"1,174 sqft",3 BHK
on request,"2 BHK Flat in CD Block Newtown, Action Area 1",₹58 Lac,990 sqft,2 BHK
on request,"2 BHK Flat in CD Block Newtown, Action Area 1",₹58 Lac,990 sqft,2 BHK
"Shrachi Rosedale Garden
3.7","2 BHK Flat in New Town, Kolkata",₹1 Cr,876 sqft,2 BHK
subhasree apartment,"1 BHK Flat in New Barrakpur, Kolkata",₹12.69 Lac,488 sqft,1 BHK
"Sureka Sunrise Symphony
3.9","2 BHK Flat in New Town, Kolkata",₹51 Lac,831 sqft,2 BHK
Green view,"3 BHK Flat in Action Area 1, Kolkata",₹1.15 Cr,"1,610 sqft",3 BHK
"South City
3.9","4 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹2.5 Cr,"1,707 sqft",4 BHK
Antrik Apartment,"2 BHK Flat in Sodepur, Kolkata North",₹20 Lac,640 sqft,2 BHK
Natural Haldiram Enclave,"3 BHK Flat in VIP Road, Kolkata",₹90 Lac,"1,669 sqft",3 BHK
Residential Apartment,"2 BHK Flat in Southern Avenue, Kolkata",₹75 Lac,800 sqft,2 BHK
